,review,predictedvalue
1839,"
            Dispatched quickly and arrived earlier than expected. This is truly a beautiful earring, very unusual and sits perfectly in the ear. Very comfortable to wear and the detail is gorgeous. If you are ordering from the UK be aware that you will have to pay customs charges and that will delay receipt of the item. Royal mail charge an �8 handling fee so in total add an extra �16.69 to your purchase cost. That being said it is still very worth it for this stunning ear crawler. Very happy with this wonderful earring.
        ",1.0
1840,"
            I purchased these for my wedding. 100000% Gorgeous. I was a little nervous about how to put these in since I have never had ear crawlers before but it was super easy. These are beautifully made, you will not regret buying them.
        ",1.0
1841,"
            Pierre vraiment plus claire et plus ""fade"" que sur la photo
        ",0.0
1842,"
            Juste magnifique encore plus beau en vrai !! Je le pensais plus petit sur la photo du site. La pierre est de tr�s bonne qualit� et il va partager mon quotidien. Je suis �galement ravie qu�on mets r�ponds � mes messages rapidement.
        ",0.0
1843,"
            Je suis extr�mement satisfait de cet achat.
La photo de l'article rend vraiment compte de l'aspect r�el du bijou, la pierre est magnifique.
J'avais un peu peur que la qualit� du cordon soit en d�calage avec celle de la pierre mais il n'en est rien.
La commande a �t� rapidement envoy�e, je n'h�siterais pas � faire un nouvel achat dans votre boutique !

Merci purbijou et bonne continuation
        ",1.0
1844,"
            

Great ! delighted! very beautiful creation! well received !
Super ! ravie ! tr�s belle cr�ation ! bien re�ue !

        ",1.0
1845,"
            Le collier est jolie je l'adore original et rare.
        ",1.0
1846,"
            Un envois super rapide parfait pour no�l ! Des boucles d'oreilles parfaites, et un emballage super mignon.
Merci encore !!
        ",0.0
1847,"
            Merci
        ",1.0
1848,"
            Tr�s mignonnes, j'adore! Merci pour le soin et l'attention que vous portez � vos cr�ations et � vos clientes :)
        ",1.0
1849,"
            Magnifique calendrier ! Rapidement exp�di�, emball� avec soin, je suis ravie !
        ",0.0
1850,"
            Tr�s joli, je l'adore !
        ",1.0
1851,"
            Ravissantes boucles d'oreilles assorties � la bague, cela fait une tr�s jolie parure :)
        ",1.0
1852,"
            I wear these in my first love. They are beautiful and fall in exactly the right place. I bought a total of three sets of earrings from this seller (all pictured in my lobes). These are the perfect combination of sparkle and opal. I�ve showered in them and worked out in them but they have no turned green. The backs fit securely and I never feel at risk of losing the earrings. I love these so much. I�ll definitely purchase more from this seller.
        ",1.0
1853,"
            Exactly as pictured and dainty. Exactly what I wanted. I�ve bought a few pairs off Etsy and they�re always way bigger than pictured and these are so pretty and they fit my ear perfectly. I have them in my second lobe piercing, pointed towards my arch and it looks so nice. I�ll probably buy from the seller again.
        ",1.0
1854,"
            These are so dainty and sophisticated! They match my other earrings perfectly. I'm glad I shopped with Sami. Quick USPS delivery too! I got gold hoops from her shop too (pictured), they look lovely together :)
        ",1.0
1855,"
            These earrings are absolutely beautiful! I put them in my fourth holes to wrap up into my cartilage, and I love them! I also purchased two other pairs of the clusters of three (in photo), and they are really pretty! I would highly recommend!
        ",1.0
1856,"
            Je poursuis mon commentaire qui tient compte de la paire de BO pr�c�dentes (BO coeur argent�)... 
En tout point, et comme d'habitude avec La Boutique de Flaure, les cr�ations sont fid�les aux photos et m�me plus jolies encore !
La livraison est tr�s rapide, les informations concernant les d�lais pr�cises et SURTOUT : quel ravissement et quelle d�licatesse dans les emballages (bien que sans avoir pr�ciser qu'il s'agissait d'un cadeau).
Je vous recommande encore et encore cette cr�atrice. Je ne me lasse pas de son univers !
        ",1.0
1857,"
            Bonjour, 
Je souhaitais revenir sur cette premi�re commande pour vous faire part de ma satisfaction. En effet, command� pendant la p�riode des f�tes de fin d'ann�e, j'ai eu la tr�s agr�able surprise de recevoir ces BO dans les meilleurs d�lais (moins de 3 jours !) avec toute le s�rieux dont est capable ""Flaure"" : ponctualit�, emballage +++, petit mot plein d'attentions et enfin le magnifique article : encore plus joli ""en vrai"" !!!
MERCI et exp�rience addictive garantie !
        ",0.0
1858,"
            Nouvelles pi�ces achet�es, ces BO une fois encore sont d'autant plus jolies � la r�ception de mon colis ! Toujours avec un envoi tr�s rapide et suivi, un emballage protecteur et des finitions, des d�tails qui font que cette cr�ation est juste sublime ! Merci � La Boutique de Flaure.
        ",0.0
1859,"
            re�u dans un emballage top! et ces boucles sont tellement originales :-)
merci et vous aussi Flaure passez d'excellentes f�tes de Noel
        ",0.0
1860,"
            Wore these on my wedding day. Looked so perfect! Love them
        ",1.0
1861,"
            Absolutely loved these earrings. I wore them on my wedding day and they couldn�t have been more perfect.
        ",1.0
1862,"
            Wore these earrings for my wedding and absolutely loved them! They fit perfectly and looked beautiful. I got so many compliments on them. I also have really sensitive ears and these earrings didn't irritate them at all!
        ",1.0
1863,"
            Love these! Wore them on my wedding. We're beautiful and unique. I got a lot of compliments!
        ",1.0
1864,"
            Je l�ai offert � ma s�ur, elle adore et moi aussi!!! La broche est superbe. Merci encore, je ne peux que recommander votre boutique! +++++
        ",1.0
1865,"
            This was far more beautiful than I could have imagined! I just love it! Thank you so much xo
        ",1.0
1866,"
            commande re�ue rapidement et tr�s bon contact avec la vendeuse.
Le pop socket est magnifique!
        ",1.0
1867,"
            Ces boucles d'oreilles sont juste parfaites ! Merci ;-)
        ",0.0
1868,"
            wow... the earrings are stunning - I have received tons of compliments within first hour of wearing them. Brilliant, fast delivery, beautiful packaging. I will come back for more soon :)
        ",1.0
1869,"
            Envoi tr�s rapide ! Des boucles d'oreille magnifique et de tr�s bonne qualit� ! Je recommande !
        ",1.0
1870,"
            Tr�s tr�s jolies et originales !!
        ",1.0
1871,"
            I absolutely love my ear piece. When I ordered, I wasn't sure what to expect but I am very pleased with my earring and have already placed another order!! Thank you :)
        ",1.0
1872,"
            These are beautiful! Only note to buyers is to read the descriptions on sizing! I made the mistake of not reading and the rings ended up not being midi-sized on me, because I have very slim fingers. They fit and look beautiful on my ring finger though. Shipping was fast and the product is beautiful.
        ",1.0
1873,"
            I love these rings so much that I need to buy another set so I can have more of them on my hands! Each ring is a slightly different size, so you can fit them on different fingers or on different segments of your finger. I love them so much!
        ",1.0
1874,"
            My mom loved her fishtail bracelet and the custom length fit her perfectly! Thanks so much :)
        ",1.0
1875,"
            I needed something to go with my diamonds and these went perfectly. They are super cute and they actually stay put very well. I definitely want to buy more now!
        ",1.0
1876,"
            Came quickly in lovely handmade packaging. Really simple and nice. Comfortable enough to leave in overnight. Thank you!
        ",1.0
1877,"
            Love these earrings, they are fab, exactly as pictured.  Shipping was fast - had them just a few days after ordering.
        ",1.0
1878,"
            Absolutely fabulous! Service, delivery, cute packaging, great product, photo does not do it justice! Def recommend!  Proud to give as gift! Thank you.xxx
Bought the ear climbers in rose gold and silver.
        ",1.0
1879,"
            My first climber earrings..... the pearls are dainty and look fine... am receiving compliments! Thankyou Charlie.
        ",1.0
1880,"
            These ear climbers are really beautiful and they�re of good quality. Would deffo recommend this brand!
        ",1.0
1881,"
            Beautiful delicate climbers, light weight so don't feel like they will slip and exactly as described. Great communication too!
        ",1.0
1882,"
            Very elegant and pretty, can wear for work or date night.
        ",1.0
1883,"
            Lovely and original earrings! This is my 4th purchase from this shop, and it's becoming one of my favourites from Etsy. 
        ",1.0
1884,"
            Very cute! Love the design and unique look of these!  Fast delivery too.  Thank you!
        ",1.0
1885,"
            We love her work. There is always new and creative pieces in her shop.  
        ",1.0
1886,"
            Beautiful jacket earrings. Only concern is that the lace is just glued on to the round back of the earring so I hope that it stays in tact. Really nice colour though I was expecting it to be a bit more red than purple-y but I guess it's a little open to one's own perception of colour. My shipment arrived in 10 days, so I was happy with that. 
        ",1.0
1887,"
            Estoy encantada con los pendientes � No pueden ser m�s bonitos! La calidad y la delicadeza de un trabajo bien hecho salta a la vista. El paquete precioso y el trato con Cati de 10. Compr� un par, uno para mi y otro para un cumplea�os y ha sido todo un �xito el regalo. Quedan fenomenal puestos. Repetir� sin duda pronto porque estoy encantada con mi compra. Recomiendo esta tienta al 100 %
        ",1.0
1888,"
            Me encanta todo lo que compr�. Cati es una gran profesional, hace las joyas con mucho amor y pasi�n. Se nota en cada detalle, desde la calidad de las joyas, hasta la delicadeza del empaquetado del envio.

Contact� con ella porqu� tenia un par de dudas y me las resolvi� en seguida. Su atenci�n al cliente es excelente. 

�Muchas gracias Cati!
        ",1.0
1889,"
            bought these for my two best friends for our wedding g and I wanted a pair of my own. so beautiful on!
        ",1.0
1890,"
            Ordered 2 designs, for me and my friend. And we both love them. These are very unique and elegant. I will order more for my friends birthdays. Just a suggestion to the seller, please change the packaging.
        ",1.0
1891,"
            These passed my expectations - want to order another pair for myself, since I ordered these as a gift! They look delicate and beautiful!
        ",1.0
1892,"
            Gorgeous earrings. Really appreciated all the help from the seller. My order never arrived & they sent another one free of charge. Thanks so much!
        ",1.0
1893,"
            These sparkled in the box�almost exactly what I was looking for! They showed up fast and looked even better than the pictures. I would love these in a smaller version, too, for just the kind of earrings you can live/sleep in, and 24k gold for allergies. Close, though!
        ",1.0
1894,"
            Absolutely gorgeous! They are very small, which I like, and for me, slightly difficult to close in my ears, but I love them. Thank you :)
        ",1.0
1895,"
            These are the perfect dainty accessory for any outfit! I absolutely love the look and fun shape of them . They�re really easy to take on and off as well and overall just feel super well made
        ",1.0
1896,"
            I apsolutely adore them! Beautifly packed, gorgeously done. I am so happy to have them. Wonderful work and I strongly reccomend them!
        ",1.0
1897,"
            so beautiful! book accurate but subtle! i love it!
        ",1.0
1898,"
            Love the earclimber! Beatiful and meaningful, I wear it almost every day!
        ",1.0
1899,"
            I absolutely love this product! The delivery was great - it even arrived earlier than expected! The earring is perfect  and fits nicely. It's easy to put in and is comfortable to wear. The design is beautiful and is wonderfully made.  I strongly recommend getting this if it's something you would want.
        ",1.0
1900,"
            Love these earrings.  They are absolutely stunning and perfect for my big day! They are a bit heavier then expected (but I never wear big earrings). The have an easy to use clasp and are the perfect size.  Shipping can take a bit, but I received them in about 3 weeks. Would recommend!
        ",1.0
1901,"
            I absolutely love these! I wore them for my wedding day and they were absolutely perfect!
        ",1.0
1902,"
            These earrings were absolutely stunning. Well worth the money. I wore them on my wedding day and they matched my dress perfectly and looked and felt expensive. Photographed well and I got lots of compliments!
        ",1.0
1903,"
            I have been looking for earrings for my bridesmaids.  It's been hard to find something that fits my ""vision.""  I came across Rebekas page and absolutely fell in love with her designs!  I found these earring just in hopes they would work.  They took a few weeks to come in, but TOTALLY worth the wait!  Nothing was damaged, and they were packed with care.  When I opened the box that held the earrings I melted!  They look even better than the pictures!  I took them outside in the natural sunlight, and all I can say is ""WOW!""  Now that I know they are EXACTLY what I am looking for...I will be ordering 3 more for the remaining bridesmaids!  Her work is beautiful and detailed.  Truly, some of the most beautiful pieces of jewelry I have seen in a long time!  THANK YOU!!!!
        ",1.0
1904,"
            So beautiful. Simple but make a statement of beauty. The price is perfect. It did take a while to get to me with the covid and the fact they had to be shipped to the U.S. from Israel. But for sure worth the wait for such reasonably priced earrings!
        ",1.0
1905,"
            They are small yet lovely.  Piece was hallmarked as requested.
        ",1.0
1906,"
            These earring are so beautiful and delicate! I get a lot of compliments. Ordering from this shop was very pleasant. They do say the shipping takes a while and when there was a problem with my shipment, they had already realized the problem and fixed it. Thank you so much!!
        ",1.0
1907,"
            So pretty in the rose gold. I'm very happy with my earrings. Thank you!
        ",1.0
1908,"
            These earrings came faster than expected even though I ordered them on a busy weekend. Beautiful. Chi miigwech!
        ",1.0
1909,"
            Most beautiful earrings I own! Absolutely in love!
        ",1.0
1910,"
            Beautiful and light ! ! !
        ",1.0
1911,"
            merci beaucoup pour l'attention port� a ce capteur de r�ve. Je vois mon sommeils s�am�liorer et mes orages int�rieurs se calmer
        ",0.0
1912,"
            Just received this item today. Absolutely love love love these beautiful earrings. The packaging was quite lovely as well. Adorable pouch for the earrings and the screw on back of cuff is so comfortable. I am a new satisfied customer and will certainly be ordering again soon! I double the 5 star rating  and give a 10.
        ",1.0
1913,"
            I'm traveling at the moment, so can't provide a photo now. But I'll try to add it when I return home. But these ear cuff earrings looks just as they did in the photo on the site. And they look fabulous on! They are adjustable where they clip at the top of the ear, and once you find the correct amount of pressure for your ear, they are remarkably comfy to wear. 

The seller boxed them up beautifully. Clearly someone who cares about her business and her customers.
        ",1.0
1914,"
            They're beautiful! And the seller was great!! But beware if you have small ears. I do, and they're kind of big for them.
        ",1.0
1915,"
            Beautiful! look so REAL and the free stud was something kind to do. Very good customer service. Shipped very quickly. Wrapped in a very nice presentation. Will shop here in the future New Year. Thanks Martha
        ",1.0
1916,"
            These are so comfy I don't even know I'm wearing them. Love them and they shipped quickly and were package very nicely. Thank you
        ",1.0
1917,"
            Very unique and beautiful earrings.
        ",1.0
1918,"
            Love love love these earrings! Beautifully made good quality. I wear mine as a climber and it looks great.
        ",1.0
1919,"
            I simply LOVE this earring. I had some questions and Murray quickly replied. Shipping is fast. Definitely purchasing again from this store.
        ",1.0
1920,"
            These earrings are so beautiful the diamonds are of good quality. I had to order another any one to have a pair.
Susan
        ",1.0
1921,"
            Wundersch�ne Ohrringe! Gro�e Freude! Au�erdem prompt bekommen! Dankesch�n und ein sch�nes Weihnachtsfest!
        ",1.0
1922,"
            So pretty. Super fast shipment. Great seller. Highly recommend!
        ",1.0
1923,"
            Fan de liberty, j�adore ces boucles d�oreilles. Elles sont tr�s belles
        ",1.0
1924,"
            tr�s jolies boucles, elles sont arriv�es tr�s vite merci beaucoup !
        ",1.0
1925,"
            Tr�s jolies, conformes au descriptif. Envoi rapide et soign�.
        ",1.0
1926,"
            Cette �charpe est ravissante, tr�s douce et tr�s agr�able � porter !!!
Merci.
        ",1.0
1927,"
            The love and care that goes into this shop really shows in the way they do business. Thank you Jen, for the kind note, cute gift, and absolutely gorgeous earrings. You are a true artist. They are comfortable, and fit beautifully...which is normally a challenge for me.  I had plugs for many years and now that they have finally closed, it's still difficult to find a pair of earrings that doesn't just fall out during daily life.  These babies are staying put!  Everything I hoped for and more!!
        ",1.0
1928,"
            Beautiful! So so lightweight and perfect for everyday! They fit nicely on my my ear lobe and stay put. Beautiful craftsmanship! Will be coming back!
        ",1.0
1929,"
            Arrived very quickly, packed really well. Seller included hand written personal thank you and a free gift. Item itself is beautiful- just as pictured. It�s comfortable to wear and I absolutely love it!
        ",1.0
1930,"
            So pretty and so stoked!!
        ",1.0
1931,"
            Emma is a great artist!  I placed a custom order which included the ruffled and diamond edge in many colors, they were made, shipped, and received very quickly.  I was so impressed on their beauty that I ordered 2 more sets for my daughter-in-laws for Christmas.  They both said the same thing, �Gorgeous�!!  Thank you Emma, you made our Christmas extra-special, all three of us are in mix-and-match heaven, lol!
        ",1.0
1932,"
            Love, love, love these silver jackets.  I'm wearing them with the rose gold ones I bought previously and they look great, especially with pearl studs. I'm sure I'll be adding to my collection. Highly recommended!
        ",1.0
1933,"
            These jackets are gorgeous!  I got the small ones with rims and they really make your earrings stand out.  I've had almost everyone in my office ask me where I got them - love them.  they're not your usual frumpy old jackets but also not too much.  And the packaging is a really nice touch.  It's so great to open the card and untie the jackets. 
        ",1.0
1934,"
            l cannot recommend this shop highly enough! I love everything that l have purchased, including these ear jackets, and look forward to all of the new creations to come! Thanks Emma!
        ",1.0
1935,"
            Amazing quality, beautiful packaging. Very fast shipping. Thank you for the extra backs too! I have them to my Mom for her birthday and she was over the moon for them!
        ",1.0
1936,"
            Gifted these to my sister and we, both, love them! Arrived in a perfect little gift box w/protective bag included for storing, plus extra earring backs. The ""hugs&kisses"" are such a cute idea! Thanks so much!!!
        ",1.0
1937,"
            Beautiful. Seems to be pretty well made. I didn't realize the earrings were actually 3 separate pieces but nonetheless GREAT. They come with different types of backs so you can use the ones that feel the most secure.
        ",1.0
1938,"
            Great item, super service, thanks a lot
        ",1.0
1939,"
            These earrings are so cute! Exactly as advertised. Fast shipping and the packing was so cute. I also loved the personalized thank you card. Would highly recommend!!! I will 100% would purchase again from this shop.
        ",1.0
1940,"
            My earrings got to me super quick and it came along with a handwritten note which added a sweet personal touch.
        ",1.0
1941,"
            So pleased with this purchase!  They looked just like they were pictured.  Bonus my mother-in-law loved them.  Daffodils are her favorite flower, it was a birthday present. The earrings came in a cute soft minky fabric drawstring bag.  A hand written thank you card from the owners!  So nice!  The only downer, which isn't really a big deal, was the backers for the earrings.  I mean I don't know what I was expecting.  They were the clear plastic disk with metal in the center, if you wear earrings hopefully you know what I mean.  I feel like that type of backer seems cheap, but they're totally fine!  Like I said, I don't know what I was expecting.  So happy with this purchase.  Would definitely check out their stuff again for gifts.  Thanks so much Kellan and Keira!
        ",1.0
1942,"
            These are absolutely gorgeous!! Matches the rest of my white opal perfect!!
        ",1.0
1943,"
            I got these for my mother for her birthday. She is in love!! They were shipped fast and the seller was super easy to work with!
        ",1.0
1944,"
            LOVE, LOVE, LOVE this offering.  I have had so many compliments on them - thank yo for such a great earring - I will be back
        ",1.0
1945,"
            Very pretty!! Good quality jewelry and came very quickly. Will definitely buy from this shop again. Thank you!
        ",1.0
1946,"
            Awesome. awesome. soooo awesome. 
I was afraid of purchasing something internationally but omg, so pretty and sparkly. Etsy is so hit and miss with quality recently, but as soon as I opened the box my eyes lit up! So delicate and perfect.

The seller was really patient with me as I had originally came with a custom request, and we're still working on a final design, but I bought this in the meantime. 

I can't wait to buy something again!
        ",1.0
1947,"
            Absolutely beautiful. Got it custom with flat back crew back so I can sleep comfortably on it and do not have to worry about it falling off! This is my second purchase from Rosec jewels and I'm sure it won't be my last!
        ",1.0
1948,"
            I received my order from your company. I have to tell you that I absolutely love the earring. Its is a climbing cartilage in white gold. Its never gonna come out of my ear. It's amazingly comfortable and fits me like a glove. The usual posts are so long the average earring it always spins around on my ear and I spend so much time adjusting it. I love the ease and comfort of this. Thank you for the quick delivery and the professionalism. And especially for the help with the sizing.

Sincerely
Tracy
        ",1.0
1949,"
            Absolutely gorgeous & exactly what I wanted. The service was prompt. I received my order very fast. I absolutely love it!
        ",1.0
1950,"
            I love these earrings, they were a little weirdly big so I had to adjust the back a bit so they wouldn't fall off but other than that they look beautiful even though I don't have the best wire bending skills.
        ",1.0
1951,"
            This is exactly the type of store you want to deal with! The seller was amazing and communicative throughout the whole process. The earrings were delivered ahead of schedule and were gorgeous! The photos don�t do them justice. This is a store that I would return to over and over because of their quality and service.
        ",1.0
1952,"
            I just got them today , super quick shipping and they�re so pretty ! I been looking for a pair of earrings to rotate through and this is exactly what I wanted !
        ",1.0
1953,"
            These earrings are beautiful and look exactly as advertised. Shipping was prompt and I will absolutely order from this seller again!
        ",1.0
1954,"
            The rose gold color is beautiful and it is very eye-catching and unique. The right earring was a little tight but I think I can bend it a bit and it will be fine. Love that it's comfortable enough to sleep in and doesn't irritate at all. Thanks again!
        ",1.0
1955,"
            Magnifique!
        ",1.0
1956,"
            Love these earrings, they look amazing and I've got loads of compliments on them. They're really comfortable to wear due to their being hypoallergenic titanium and you can adjust the tightness of the wires at the back which is useful. I wear these all the time
        ",1.0
1957,"
            Had these earrings for a few months now, and I am in love with them!!!  I get compliments constantly.  I have an issue wearing any other metal in my ears other than titanium, and I can't find pretty titanium earrings anywhere else.  These are perfect!  I have them in 24/7 and have no issues.  Will definitely be purchasing more!
        ",1.0
1958,"
            I knew before they arrived that this pair was going to be even prettier than my last order from Diri Jewels.  They put lots of love in the making process and its flawless.

I absolutely love them and can't wait to show it off.  Requesting material upgrade was not a hassle since I love my 18K!  I don't have a picture to post because I'm saving it for my birthday.
        ",1.0
1959,"
            Beautiful pink tourmaline ring in a creative eternity ring style. The gems were as perfectly matched as possible.  The craftsmanship was perfect. The ring fit just right though I will be wearing it untraditionally, I.e. not on usual ring finger. With short fingers, as I have, the ring is more comfortable on my  first finger (next to thumb). The ring is substantial and has more weight to it than some other rings. It looks and feels great. What a wonderful job this shop did. Many thanks. Note:  communications and shipping were very prompt. Picture to follow.
        ",1.0
1960,"
            It was such a pleasure working with Tanmay from Diri Jewels. He helped me created my dream ring. It is amazing quality at a very good price, and he had very quick turnaround for a custom order. I really appreciated his expertise in guiding some of the decisions I had to make. I also appreciate the fact that it came with a certificate of authenticity. I will definitely be using Tanmay for future jewelry purchases again!
        ",1.0
1961,"
            I wish I could give 10 stars because my custom made smiley face ring came out beautiful.  I ordered my ring on July 21, 2020 and received it today July 30, 2020.  What an awesome job done I mean the craftsmanship is speechless.  Looking forward to doing business with this company again all the way from California.  Thanks a million Diri Jewels.
        ",1.0
1962,"
            Simply.Adorable.Period.
Only piece of jewelry I have ever gotten compliments on.
        ",1.0
1963,"
            I absolutely love Virginia's designs - they are simple, elegant, striking, and unique all at once. I purchased several pairs of earrings because I just couldn't pick a favorite. I cannot wear any of them without getting compliments. I'm sure I'll treat myself with more her beautiful pieces in the future and will recommend this shop to anyone who asks in the meantime. Thanks so much!
        ",1.0
1964,"
            This has become my favorite place to get ""real"" jewelry. Amazing design (I can't find anything else like it) and quality product (stands up to daily wear). I now (happily) own @ 20 pieces of Virginia Wynne's work.
        ",1.0
1965,"
            Love these earrings! I get compliments on them often! 
If you have sensitive ears, though, i wouldn't buy these. the material can be quite irritating. 
        ",1.0
1966,"
            These arrived really fast!  And they are absolutely perfect!!  Thank you so much - I love them!
        ",1.0
1967,"
            Beyond worth every penny. Searched all over the internet for something exactly like these and this was the only place I found a dainty, high quality, affordable and white gold skull earring. I most definitely recommend and will be purchasing more from this shop!!
        ",1.0
1968,"
            Habe nur Gutes zu berichten �ber meinen Kauf. Abi hat sofort auf Fragen geantwortet, z�gig geliefert und alles verlief organisiert und plangem��. 
W�rde hier jederzeit wieder kaufen. Nur Individualisierungsw�nsche an diesem Artikel waren nicht m�glich. 
Ich m�chte aber die Arbeit und den Shop von Abi sehr gern weiterempfehlen.
        ",1.0
1969,"
            Abi did an amazing job with the ring.  My wife and I have matching rings and we love them so much.  Shipping was great and I will always be looking to see what Abi is designing next.  Thank you!
        ",1.0
1970,"
            Elles sont superbes! Je les adore!
        ",1.0
1971,"
            Original, creative, gorgious. Delivery on time. Very serious. I am definitely satisfied with these beautiful earrings. Many thanks and congratulations !
        ",1.0
1972,"
            J'ai un poignet tr�s fin (14.5 cm) et je ne trouvais pas de bracelet � ma taille !! Mais j'ai trouv� l� une super cr�atrice qui a ajust� le bracelet pour moi et je suis RAVIE de mon achat, le bracelet est magnifique et surtout pile poil � ma taille !! MERCI tout est parfait comme d'habitude !
        ",0.0
1973,"
            Parfait comme toujours ;) La couleur est vraiment superbe !
        ",1.0
1974,"
            Ah beh, questo � per me! � davvero molto carino, ben fatto ed � resistente. � un oggetto particolare con colori vivaci, proprio come in foto. Ma non immaginatevi una cosa vistosa. Si fa notare con delicatezza. E di questi tempi anche i colori aiutano lo spirito! Dei venditori sono ugualmente entusiasta.
        ",0.0
1975,"
            I�ve  been searching for Ear Crawlers that speaks to me, and I cannot believe this is the most beautiful set, and my very first pair of Ear Crawlers that I finally found.  They are exquisitely made and stunning!  This is truly an artist at work....packaged very nicely...I am thrilled and will always appreciate them.  Thank You...
        ",1.0
1976,"
            I love love love it so beautiful, I have received many compliments. Shipping was fast considering it came from a great distance.
        ",1.0
1977,"
            Cadeau de f�te pour mon amie, qui est lion. Elle a ador�! Merci pour elle; �a lui va tr�s bien!
        ",0.0
1978,"
            The earrings are very high quality, and came in the cutest little box!  I didn't even need to wrap them to give them to my friend!
        ",1.0
1979,"
            Very very cute!
        ",1.0
1980,"
            Love the quality of the earings but be prepared to wait as delivery was quite long. 
However I would order again but just allow about 5/6 weeks for delivery.
Ara was also very quick to get back to me re queries and concerns about delivery. 
Efficient and well  run enterprise
        ",1.0
1981,"
            I ordered the stars and leaf crawler earrings. They are awesome!! And they came in super fast. I highly recommend.
        ",1.0
1982,"
            Very delicate. I wish they were a little easier to keep in place, maybe it's my ears! But I love them and they're beautiful.
        ",1.0
1983,"
            These are so pretty and dainty, exactly as described and arrived quickly! They�re moldeable and stay in place all day. Very happy with this purchase!
        ",1.0
1984,"
            Je suis ravie de mes achats comme toujours  ! je vous conseille cette vendeuse
        ",1.0
1985,"
            super mignonnes petites perles ! encore plus joli que ce � quoi je m'attendais. merci !
        ",0.0
1986,"
            Merci beaucoup ! Les perles sont tr�s belles. Je suis ravie de mes achats et je n�h�siterai pas � recommander !
        ",0.0
1987,"
            Achat pour offrir a ma coll�gue,  que l on surnomme f�e clochette. Elles lui correspondent  sobres et tr�s jolies. Ravie de mon achat.
        ",1.0
1988,"
            Amazing! They are fantastic! Like the photos, but better! Love that it can actually spin.
        ",1.0
1989,"
            I ordered this ring in 14 K white gold. I got matching M�bius bands and proposed to my SO. This is the ring I ordered for myself and it is everything I wanted and more! The pictures don�t do this ring justice! It�s not too flashy, but it�s still very elegant. I would definitely recommend this ring as a budget friendly engagement ring!
        ",1.0
1990,"
            I asked for a custom adrenaline molecule ring and could not be happier with the outcome!  I was sent pictures of the entire process to make sure I was happy with the final product, which was awesome.  This is my 3rd piece of jewelry from this shop and I highly recommend them!
        ",1.0
1991,"
            So cute! Exactly as pictured. It fits perfect, and coordinates with my engagement ring. Used as wedding band and I love it...it's so unique!
        ",1.0
1992,"
            These shipped crazy fast! I ordered Dec 12 and it arrived in Canada Dec 22. In terms of the product, it is beautiful and exactly what I was looking for. I�m super happy with my purchase!
        ",1.0
1993,"
            Magnifiques boucles d'oreilles, tout � fait conforme � la photo. Emball�es avec grand soin et re�ues rapidement. Lalia est une vendeuse tr�s disponible et tr�s gentille ! Encore merci :)
        ",1.0
1994,"
            Very happy with my order! The earings are lovely and very good quality. The necklaces are very pretty too, I really love them though I find the chains a little short (especially for the moon necklace which seemed longer on the pictures).
        ",1.0
1995,"
            I love these earrings- they are exactly like the photo. With just a gentle pinch, they stay in place, comfortably, all day. Super happy with this seller and jewelry!
        ",1.0
1996,"
            Super cute!
        ",1.0
1997,"
            Thank u so much will order again love it
        ",1.0
1998,"
            Love my earring, wanted something a bit different but simple and this is perfect. Comfortable to wear but size small is a tiny bit too big for me. Would recommend, and will be shopping here again !
        ",1.0
1999,"
            I got so many compliments on this. I absolutely love it. It is very unique.
        ",1.0
2000,"
            I bought the tiny gold knot earrings and they're so cute! I love them a lot! The shipping was also very fast!
        ",1.0
2001,"
            I love it. I received the rose gold, water drop pendant necklace a few days ago. Great quality, the shape was the right size (not too big or not too small), and the length of the string is also adjustable (some necklaces are too long for me). I would recommend.
        ",1.0
2002,"
            The personalized bar bracelet is so beautiful! The quality is amazing! I definitely recommend it:)
        ",1.0
2003,"
            Just made another awesome purchase at Hannavanilla. I purchased a beautiful initial cubic. The variety of choices are endless and I highly recommend everyone to make ""HANNAVANILLA "" a part of special days.
        ",1.0
2004,"
            Magnifique collier, il est tr�s soign�. La vendeuse est disponible et � l'�coute. Envoi rapide, je ne peux que recommander.
        ",1.0
2005,"
            Bought the ear crawlers together with a tiny single flower earring to wear on the other ear and I couldn't be happier. They fit perfectly and are as pretty as on the pictures. Also great communication and customer care from Eleni and her team. Thank you!
        ",1.0
2006,"
            Ah beh, questo � per me! � davvero molto carino, ben fatto ed � resistente. � un oggetto particolare con colori vivaci, proprio come in foto. Ma non immaginatevi una cosa vistosa. Si fa notare con delicatezza. E di questi tempi anche i colori aiutano lo spirito! Dei venditori sono ugualmente entusiasta.
        ",0.0
2007,"
            Die Ohrringe sind toll, sehr filigran 
Es ist etwas gew�hnungsbed�rftig, sie einzusetzen

Ich hab die Ohrringe Anfang Dezember bestellt, sie kamen sp�ter als angek�ndigt (reine Versanddauer, die Versendung selbst erfolgte schneller als angegeben), was f�r mich unerheblich war und vielleicht auch mit der Vorweihnachtszeit zusammenh�ngt.
Wer aber das Paket zeitnah haben m�chte, sollte wohl Expressversand zus�tzlich buchen
        ",1.0
2008,"
            Earrings are lovely! The order was dispatched within a day and took just over 3 weeks to arrive in the UK. The seller was really helpful and prompt to reply when I messaged them. Overall incredibly happy.
        ",1.0
2009,"
            beautiful!! seller was amazing at staying in contact too. 

these are for my wedding day.
        ",1.0
